"","type","text"
"353","ham","Ok i msg u b4 i leave my house."
"354","spam","What do U want for Xmas? How about 100 free text messages & a new video phone with half price line rental? Call free now on 0800 0721072 to find out more!"
"355","ham","I dont have that much image in class."
"356","ham","My friend just got here and says he's upping his order by a few grams (he's got $ # ), when can you get here?"
"357","spam","Moby Pub Quiz.Win a £100 High Street prize if u know who the new Duchess of Cornwall will be? Txt her first name to 82277.unsub STOP £1.50 008704050406 SP Arrow"
"358","ham","Hi ....My engagement has been fixd on  # th of next month. I know its really shocking bt....hmm njan vilikkam....t ws al of a sudn;-(."
"359","spam","You can stop further club tones by replying STOP MIX See my-tone.com/enjoy. html for terms. Club tones cost GBP4.50/week. MFL, PO Box 1146 MK45 2WT (2/3)"
"360","spam","URGENT This is our 2nd attempt to contact U. Your £900 prize from YESTERDAY is still awaiting collection. To claim CALL NOW 09061702893. ACL03530150PM"
"361","ham","Yup i shd haf ard 10 pages if i add figures... u all got how many pages?"
"362","ham","Ok thanx..."
"363","ham","Aight, tomorrow around  #  it is"
"364","ham","Is toshiba portege m100 gd?"
"365","spam","Join the UK's horniest Dogging service and u can have sex 2nite!. Just sign up and follow the instructions. Txt ENTRY to 69888 now! Nyt.EC2A.3LP.msg@150p"
"366","ham","Thats cool! I am a gentleman and will treat you with dignity and respect."
"367","ham","Sat right? Okay thanks... "
"368","ham","Okie... Thanx..."
"369","ham","Wife.how she knew the time of murder exactly"
"370","spam","Thanks for your ringtone order, reference number X49. Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989182. From: [colour=red]text[/colour]TXTstar"
"371","ham","God picked up a flower and dippeditinaDEW, lovingly touched itwhichturnedinto u, and the he gifted tomeandsaid,THIS FRIEND IS 4U"
"372","ham","Ah poop. Looks like ill prob have to send in my laptop to get fixed cuz it has a gpu problem"
"373","ham","Yes fine "
"374","ham","Finally it has happened..! Aftr decades..! BEER is now cheaper than PETROL! The goverment expects us to DRINK. . . But don't DRIVE "
"375","ham","Haven't eaten all day. I'm sitting here staring at this juicy pizza and I can't eat it. These meds are ruining my life."
"376","ham","Thankyou so much for the call. I appreciate your care."
"377","ham","K.k..how is your sister kids?"
"378","ham","Sorry, I'll call later"
"379","ham","Do u konw waht is rael FRIENDSHIP Im gving yuo an exmpel: Jsut ese tihs msg.. Evrey splleing of tihs msg is wrnog.. Bt sitll yuo can raed it wihtuot ayn mitsake.. GOODNIGHT & HAVE A NICE SLEEP..SWEET DREAMS.."
"380","ham","Happy new years melody!"
"381","ham","Dear good morning how you feeling dear"
"382","ham","All boys made fun of me today. Ok i have no problem. I just sent one message just for fun"
"383","ham","Its ok., i just askd did u knw tht no?"
"384","ham","U R THE MOST BEAUTIFUL GIRL IVE EVER SEEN. U R MY BABY COME AND C ME IN THE COMMON ROOM"
"385","spam","URGENT! Your mobile No 077xxx WON a £2,000 Bonus Caller Prize on 02/06/03! This is the 2nd attempt to reach YOU! Call 09066362206 ASAP! BOX97N7QP, 150ppm"
"386","ham","Well, I meant as opposed to my drunken night of before"
"387","ham","Dont think so. It turns off like randomlly within 5min of opening"
"388","spam","You are being contacted by our Dating Service by someone you know! To find out who it is, call from your mobile or landline 09064017305 PoBox75LDNS7 "
"389","ham","Nothing. I meant that once the money enters your account here, the bank will remove its flat rate. Someone transfered  #  to my account and  # dollars got removed. So the banks differ and charges also differ.be sure you trust the 9ja person you are sending account details to cos..."
"390","ham","Yoyyooo u know how to change permissions for a drive in mac. My usb flash drive"
"391","ham","Come aftr  DECIMAL ..now i m cleaning the house"
"392","ham","Sorry, it's a lot of friend-of-a-friend stuff, I'm just now about to talk to the actual guy who wants to buy"
"393","spam","You have WON a guaranteed £1000 cash or a £2000 prize. To claim yr prize call our customer service representative on 08714712394 between 10am-7pm"
"394","ham","I wonder if you'll get this text?"
"395","ham","i see. When we finish we have loads of loans to pay"
"396","ham","Sorry pa, i dont knw who ru pa?"
"397","ham","Neva mind it's ok.."
"398","ham","I hope you know I'm still mad at you."
"399","ham","Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish. As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there. She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife, My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!"
"400","spam","Urgent UR awarded a complimentary trip to EuroDisinc Trav, Aco&Entry41 Or £1000. To claim txt DIS to 87121 18+6*£1.50(moreFrmMob. ShrAcomOrSglSuplt)10, LS1 3AJ"
"401","ham","Can u get pic msgs to your phone?"
"402","spam","YOU 07801543489 are guaranteed the latests Nokia Phone, a 40GB iPod MP3 player or a £500 prize! Txt word:COLLECT to No:83355! TC-LLC NY-USA 150p/Mt msgrcvd18+"
"403","ham","Maybe westshore or hyde park village, the place near my house?"
"404","ham","Remind me how to get there and I shall do so"
"405","ham","My sister in law, hope you are having a great month. Just saying hey. Abiola"
"406","ham","Chinatown got porridge, claypot rice, yam cake, fishhead beehoon... Either we eat cheap den go cafe n tok or go nydc or somethin..."
"407","spam","SMS SERVICES. for your inclusive text credits, pls goto www.comuk.net login= ***** unsubscribe with STOP. no extra charge. help:08700469649. PO BOX420. IP4 5WE"
"408","ham","Are you this much buzy"
"409","ham","Honeybee Said: *I'm d Sweetest in d World* God Laughed & Said: *Wait,U Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)"
"410","ham","So that means you still think of teju"
"411","ham","I take it we didn't have the phone callon Friday. Can we assume we won't have it this year now?"
"412","ham","Already am squatting is the new way of walking"
"413","ham","1.20 that call cost. Which i guess isnt bad. Miss ya, need ya, want ya, love ya"
"414","ham","I think u have the wrong number."
"415","ham","Lets use it next week, princess :)"
"416","ham","Sorry, I'll call later"
"417","ham","He remains a bro amongst bros"
"418","ham","No..few hours before.went to hair cut ."
"419","ham","somewhere out there beneath the pale moon light someone think in of u some where out there where dreams come true... goodnite & sweet dreams"
"420","ham","I am not having her number sir"
"421","ham","Yo my trip got postponed, you still stocked up?"
"422","ham","For you information, IKEA is spelled with all caps. That is not yelling. when you thought i had left you, you were sitting on the bed among the mess when i came in. i said we were going after you got home from class. please don't try and con me. It makes me want to listen to you less."
"423","ham","I didnt get ur full msg..sometext is missing, send it again"
"424","ham","HIYA STU WOT U UP 2.IM IN SO MUCH TRUBLE AT HOME AT MOMENT EVONE HATES ME EVEN U! WOT THE HELL AV I DONE NOW? Y WONT U JUST TELL ME TEXT BCK PLEASE LUV DAN "
"425","ham","Sorry da:)i was thought of calling you lot of times:)lil busy.i will call you at noon.."
"426","ham","Hiya do u like the hlday pics looked horrible in them so took mo out! Hows the camp Amrca thing? Speak soon Serena:)"
"427","ham","Id onluy matters when getting on from offcampus"
"428","ham","I liked your new house"
"429","ham","ALRITE HUNNY!WOT U UP 2 2NITE? DIDNT END UP GOIN DOWN TOWN JUS DA PUB INSTEAD! JUS CHILLIN AT DA MO IN ME BEDROOM!LOVE JEN XXX."
"430","ham","Fair enough, anything going on?"
"431","ham","ALSO TELL HIM I SAID HAPPY BIRTHDAY"
"432","ham","Ill be there on  #  ok."
"433","ham","How to Make a girl Happy? It's not at all difficult to make girls happy. U only need to be... 1. A friend 2. Companion 3. Lover 4. Chef . . .  # . Good listener  # . Organizer  # . Good boyfriend  # . Very clean  # . Sympathetic  # . Athletic  # . Warm . . .  # . Courageous  # . Determined  # . True  # . Dependable  # . Intelligent . . .  # . Psychologist  # . Pest exterminator  # . Psychiatrist  # . Healer . .  # . Stylist  # . Driver . . Aaniye pudunga venaam.."
"434","ham","Still in the area of the restaurant. Ill try to come back soon"
"435","ham","hey, looks like I was wrong and one of the kappa guys numbers is still on my phone, if you want I can text him and see if he's around"
"436","spam","GENT! We are trying to contact you. Last weekends draw shows that you won a £1000 prize GUARANTEED. Call 09064012160. Claim Code K52. Valid 12hrs only. 150ppm "
"437","spam","Did you hear about the new Divorce Barbie? It comes with all of Ken's stuff!"
"438","ham","How many times i told in the stage all use to laugh. You not listen aha."
"439","ham","I havent lei.. Next mon can?"
"440","ham","Dont pick up d call when something important is There to tell. Hrishi"
"441","ham","Lol well don't do it without me. We could have a big sale together."
"442","ham","Am only searching for good dual sim mobile pa."
"443","spam","Dear Voucher Holder, To claim this weeks offer, at you PC please go to http://www.e-tlp.co.uk/reward. Ts&Cs apply."
"444","ham","Si si. I think ill go make those oreo truffles."
"445","ham","Tiwary to rcb.battle between bang and kochi."
"446","ham","Just woke up. Yeesh its late. But I didn't fall asleep til # am :/"
"447","ham","Oh...i asked for fun. Haha...take care. u"
"448","ham","How? Izzit still raining?"
"449","spam","Panasonic & BluetoothHdset FREE. Nokia FREE. Motorola FREE & DoubleMins & DoubleTxt on Orange contract. Call MobileUpd8 on 08000839402 or call 2optout"
"450","spam","Customer service annoncement. You have a New Years delivery waiting for you. Please call 07046744435 now to arrange delivery"
"451","ham","Pls send me the correct name da."
"452","ham","Dear got train and seat mine lower seat"
"453","ham","Why i come in between you people"
"454","ham","Can... I'm free..."
"455","ham","Oh ok no prob.."
"456","ham","Ok can..."
"457","ham","Are your freezing ? Are you home yet ? Will you remember to kiss your mom in the morning? Do you love me ? Do you think of me ? Are you missing me yet ?"
"458","ham","U coming 2 pick me?"
"459","ham","Reason is if the team budget is available at last they buy the unsold players for at base rate.."
"460","ham","Oooh bed ridden ey? What are YOU thinking of?"
"461","spam","Well done ENGLAND! Get the official poly ringtone or colour flag on yer mobile! text TONE or FLAG to 84199 NOW! Opt-out txt ENG STOP. Box39822 W111WX £1.50"
"462","ham","Mum, hope you are having a great day. Hoping this text meets you well and full of life. Have a great day. Abiola"
