Hotel_Name_City,Review_Title,Review_Overall_Rating,Review_Date,date_of_review,Review_Content,Medium_of_Review,Month_of_Visit,Review_Type,Rating_Value,Rating_Location,Rating_Sleep_Quality,Rating_Rooms,Rating_Cleanliness,Rating_Service,Reviewer_Name,Reviewer_Location,Total_Reviews_by_Reviewer,Total_Hotel_Reviews_by_Reviewer,Reviews_in_Cities,Total_Helpful_Votes,Helpful_Votes_this_review,Room_Tips,Response_to_Review,Response_to_Review_Date,Review_collected_in_partnership,Page_URL
Ravine Hotel Satara,“Superb view from the Room..Service..Huh..Could have been better.”,4,10/28/2014,10/28/2014,We booked a valley view plus room and stayed in this hotel for 2 days. As I mentioned; the location of this hotel is too good; one can enjoy a beautiful view from the room. Room size is good enough for two people. The interior of the room was pretty good; which made the stay pleasant and relaxing. We did not try the swimming pool as it was cold in December; but the pool was neatly maintained. However; it was very small for such a big hotel. Now; let me put the facts straight:1. The hotel meets expectations if you are going with your spouse/family as you will get privacy to spend good quality time.2. The food is very good. If you are non-vegetarian; then you must try crispy chicken.3. Amenities such as table tennis and carrom are available free of cost whereas you will have to pay a little amount for using the billiards table.Cons:1. The staff is courteous but very very lazy when it comes to service (Service in this hotel is pathetic).2. I am not really convinced on the price I paid to stay in this hotel; I found his little expensive vis. a vis. the facilities and services they provided.3. There was no one to receive us at the reception and we had to request the hotel for picking our luggage from the car (ideally this should have been taken care by the hotel without even asking)4. The booking system is a bit traditional. They do not have tie up with many leading websites for room booking as we had to deposit the full amount in their account to confirm the booking. The credit card booking application does not seem to be much secure.My tips to the travellers:1. Go for Valley view plus or Executive room only.2. Try food (especially dinner) at any restaurant in Panchgani market; Most of the restaurant serves good food (try Chinese food as I found it better then the desi food)3. Buy fresh vegetables such as broccoli and carrots from Panchgani market as it is cheap and organic.4. If you are going towards Mahabaleshwar; then don’t buy strawberries from there as you will get good strawberries from Panchgani at a much cheaper rate.5. Carry warm clothes as it is always cold there.I will keep this hotel as an option and suggest it to my friends and family. However; I have heard that there are some other good hotels as well. Will try those as well.,via Web,Jan-14,as a couple,4,NA,NA,5,NA,2,deepak1821,"Mumbai, India",8,4,5,8,NA,Room Tip: Go for Valley view plus or Executive room only.,NA,NA,NA,http://www.tripadvisor.in/ShowUserReviews-g297653-d537730-r236788932-Ravine_Hotel-Panchgani_Maharashtra.html#CHECK_RATES_CONT
Ravine Hotel Satara,“Serenity thy name RAVINE”,5,10/28/2014,10/28/2014,Ravine is the hotel with the best location in Panchgani.The view from the hotel is breathtaking.The hotel is very well maintained and the staff is very co-operative.The rooms at ravine are beautifully decorated and the comfort in the rooms is great.The hotel is a great value for money and one feels to visit Ravine again and again.,via Web,Oct-14,NA,5,5,NA,5,5,5,TanmayDhuri,,1,NA,NA,NA,NA,NA,NA,NA,NA,http://www.tripadvisor.in/ShowUserReviews-g297653-d537730-r236726956-Ravine_Hotel-Panchgani_Maharashtra.html#CHECK_RATES_CONT
Ravine Hotel Satara,“Royal stay at reasonable prices!!”,5,10/25/2014,10/25/2014,The moment you enter Panchgani; via Wai you get to see the sight of Ravine's property and its wonderful location.It is situated very close to Sydney Point and hence during your stay here you will get to witness breathtaking view of Krishna river valley from its premises. Although A valley facing room will be cherry on the cake; its land facing rooms also wont be much less!! Rooms are quite luxurious and give you a feel of royal ambiance with its interiors. It has a A-la-carte restaurant which serves some authentic parsi;mughlai style food. Although the service you get in here is extremely poor as the restaurant is quite understaffed and its very difficult for them to cope up even when only half of the tables are occupied. It is really disappointing to see especially when they charge you a handsome amount of service charge.So for food you can just drive/walk to the Panchgani market area which is around 1 km away.The staff is really courteous. We were provided a flexibility of extending our checkout by an hour Other facilities like spa;salon;tennis court make your stay quite relaxing and enjoyable. Although swimming pool can be improved if it can be temperature controlled and cleaned regularly. Overall we found our stay at Ravine really memorable and exciting; we have already decided about our stay here when we next visit Panchgani with our parents.,via Web,Oct-14,as a couple,NA,5,NA,5,NA,4,Vishal P,,3,NA,2,2,1,Room Tip: Book 2 months in advance to ensure a valley facing room!!,NA,NA,NA,http://www.tripadvisor.in/ShowUserReviews-g297653-d537730-r236141151-Ravine_Hotel-Panchgani_Maharashtra.html#CHECK_RATES_CONT
Ravine Hotel Satara,“This place never disappoints!”,5,10/24/2014,10/24/2014,We had a last minute plan to go to Mahabaleshwar so I called up Ravine to see if I could get a room booked. I was informed that I could get reservations on walk-in since it was a lull period for the hotel. Oh; did I mention that I went in the 'off-season' so got a discount of 50%? The staff here is very pleasant and speaks good English; good training shows here. The hotel itself is very tastefully done and has a quaint look and feel. Everything in Ravine spells grandeur. It is very well-maintained and hotel staff is there at your beck and call. Food is relatively cheap (I live in Pune and am used to paying a minimum of 1500 for a meal of 4) and is tasty. All attractions in Mahabaleshwar can be covered from here in one go - max of 6-8 hours although I would recommend this place more for just staying back; getting lost in the grand valley that overlooks the hotel and lounging all day. There's a good spa (though I didn't have time to use it); tennis court and swimming pool here too.This is definitely my Mahabaleshwar stay for years to come.,via Web,Oct-14,with family,5,5,NA,NA,NA,5,Rachna P,,1,NA,NA,2,2,Room Tip: If you're travelling in a group of four or more; you must opt for the ground floor premium room...,NA,NA,NA,http://www.tripadvisor.in/ShowUserReviews-g297653-d537730-r236029436-Ravine_Hotel-Panchgani_Maharashtra.html#CHECK_RATES_CONT
Ravine Hotel Satara,“A royal and lavish Stay .... Aromatic!!!!”,5,10/18/2014,10/18/2014,The best place to relax. and even if u want to njoy ur privacy alone.Serves good food. Have shopping options :)  .... Advantages :1) Excellent Rooms2) you feel fresj once u enter hotel I loved the aroma fragrance they used in their hotel...soothing and very pleasant.3) Best option for family as u have pool ; table tennis; soccer ; snooker etc4) shopping small place for shopaholic ;)5) near to Sydney point6) HOTEL IS ITSELF A POINT in panchgani7) prefer Valley side roomswe were group of 6 so we choose two valley side rooms interconnected best option as you guys can njoy whole nite playing chatting togetherDisadavatages :1) Very costly in the sense they should provide breakfast in their package atleast2) pool is not maintained. i personally dnt go into the pool where chlorine filtration is not set up,via Web,Sep-14,with family,NA,5,NA,NA,5,4,LoveToRoamAround,,10,5,5,9,3,Room Tip: though the duplex rooms are nice but if you have group of 4-6 go for valley side connecting rooms. y...,NA,NA,NA,http://www.tripadvisor.in/ShowUserReviews-g297653-d537730-r235060491-Ravine_Hotel-Panchgani_Maharashtra.html#CHECK_RATES_CONT
Ravine Hotel Satara,“Sloppy service”,4,10/16/2014,10/16/2014,Very unpleasant stay. We booked 6 rooms. My room had a smaller bed compared to other rooms. The manager first refused to believe it and then he said he said he was unaware abt it and they book room according to the size of the room not at bed size which was very rude and uncooperative to me. So if u r travelling with kid pls look for the bedsize. The restaurant service is very slow u have to wait around an hour for your meal. If u make much query the staff misbehaves and the manager completely ignored it; overall not nice but the view from valley plus room is nice,via Web,Oct-14,NA,3,5,NA,5,5,2,ParamitaDutta,,3,3,3,1,1,NA,NA,NA,NA,http://www.tripadvisor.in/ShowUserReviews-g297653-d537730-r234651011-Ravine_Hotel-Panchgani_Maharashtra.html#CHECK_RATES_CONT
Ravine Hotel Satara,“good memories”,4,10/14/2014,10/14/2014,Really nicely located property; having very good valley view from rooms. Neat; clean hotel with cosy rooms restaurant serving good tasty food. Good property stay and relax. Well mannered and helping staff. Especially Mr. Rathod at front desk is very nice and extremely co-operative.Some suggestions:-Shall offer complimentary breakfast.It will be better if they provide refrigerator; tea-coffee making kettle in a room (Valley View )More room lights for better lux during night to avoid gloomy feel.Better quality breakfast. (Lunch & Dinner preparations are tasty)Change the location of drain outlet in bath area for easy drain out of water during bathing (at present it is just below the tap; so if you are taking water in a bucket it blocks the drain outlet),via Web,Oct-14,on business,3,NA,NA,4,NA,5,TIRODKAR,"Mumbai, India",24,19,14,1,1,Room Tip: Book Valley View or above category room to enjoy and relax during room stay.,NA,NA,NA,http://www.tripadvisor.in/ShowUserReviews-g297653-d537730-r234252563-Ravine_Hotel-Panchgani_Maharashtra.html#CHECK_RATES_CONT
Ravine Hotel Satara,“Very Good Hotel”,4,10-04-2014,10/04/2014,Very nice hotel. The rooms are awesome and view is very nice. Everything was very good. Best option to stay in panchgani. I was in this hotel on 2nd and 3rd of october and enjoyed to the fullest. The view from the dining hall is also very awesome. However the food service from dinning is very slow.,via Web,Oct-14,with friends,NA,5,NA,5,NA,4,Vivek1004,"Navi Mumbai, India",1,NA,NA,1,1,NA,NA,NA,NA,http://www.tripadvisor.in/ShowUserReviews-g297653-d537730-r232525727-Ravine_Hotel-Panchgani_Maharashtra.html#CHECK_RATES_CONT
Ravine Hotel Satara,“GREAT VIEW”,4,9/24/2014,9/24/2014,This hotel has the best view of the valley and back water. Food is very good. Rooms are not of three star category; but are good. Choose valley side rooms for best view. Amazing is they charge extra if you want air conditioner to be ON.,via Web,Sep-14,with family,NA,5,4,NA,NA,4,sanjaysurpuriya,"Pune, Maharashtra, India",1,NA,NA,NA,NA,Room Tip: Choose Valley side room.,NA,NA,NA,http://www.tripadvisor.in/ShowUserReviews-g297653-d537730-r230697303-Ravine_Hotel-Panchgani_Maharashtra.html#CHECK_RATES_CONT
Ravine Hotel Satara,“Superb stay option”,5,9/22/2014,9/22/2014,With its strategic location and views to kill for; Ravine offers a great value for money option around Panchgani/ mahabaleshwar. Iv visited twice and plan future trips as well. Only feedback would be to spruce up the food standards which is a bit of a let down compared to even locally available options.,via Web,Sep-14,with friends,NA,NA,NA,NA,NA,NA,Siddharth V,,4,4,4,1,1,NA,NA,NA,NA,http://www.tripadvisor.in/ShowUserReviews-g297653-d537730-r230247969-Ravine_Hotel-Panchgani_Maharashtra.html#CHECK_RATES_CONT
Ravine Hotel Satara,“Nice experience”,3,9/17/2014,9/17/2014,Its a view from the hotel (Valley view room) for which the hotel is worth staying. Hotel is clean and maintained. Rooms are sufficiently spacious and warm. In terms of treatment and ambience I would not rate it high. Bathroom was below expectation. One reason could be its age ( I am not sure if it is an old hotel). I stayed there for two nights and it gave me a good change but I wish if the bathrooms were more clean and warm. Hotel staff were courteous but can be bit more polished. Food was good. Chicken Biryani is worth trying. But I would really want it to serve breakfast complimentary (which is common now days). Location is very apt.,via Web,Sep-14,as a couple,4,NA,NA,3,NA,4,bhavna_dehran,"Goa, India",6,NA,5,1,2,Room Tip: go for second floor rooms (valley view and plus),NA,NA,NA,http://www.tripadvisor.in/ShowUserReviews-g297653-d537730-r229428521-Ravine_Hotel-Panchgani_Maharashtra.html#CHECK_RATES_CONT
Ravine Hotel Satara,“Nice Property...had a wonderful time”,4,09-12-2014,09/12/2014,Visited with family....Nice property...well maintained...great location. Helpful staff. Food can be improved a little. They have variety of rooms. Overall it was a wonderful experience. Will definitely opt this one on our next visit.,via Web,Sep-14,with family,NA,5,NA,NA,4,4,Dev_075,"Mumbai, India",3,NA,3,3,1,Room Tip: Book well in advance....so that you can opt room of your choice.,NA,NA,NA,http://www.tripadvisor.in/ShowUserReviews-g297653-d537730-r228490696-Ravine_Hotel-Panchgani_Maharashtra.html#CHECK_RATES_CONT
